game_id,game_date,team_id,team_name,goals_for,goals_against,shots_for,shots_against,faceoff_win_pct,power_play_pct,penalty_kill_pct,wins,losses,points,point_pct,team_shutouts,hits,blocked_shots,giveaways,takeaways,pims,powerPlayGoals
2025020337,,10,Toronto Maple Leafs,2,5,26.0,29.0,0.549019,0.333333,1.0,0,1,0,0.0,0,20,14,17,1,35,1
2025020338,,13,Florida Panthers,3,6,38.0,31.0,0.520833,0.25,1.0,0,1,0,0.0,0,30,10,14,4,20,1
2025020338,,22,Edmonton Oilers,6,3,31.0,38.0,0.479166,0.0,0.75,1,0,2,1.0,0,20,13,13,3,24,0
2025020339,,1,New Jersey Devils,3,6,35.0,29.0,0.5,0.5,1.0,0,1,0,0.0,0,28,4,14,2,12,1
2025020339,,4,Philadelphia Flyers,6,3,29.0,35.0,0.5,0.0,0.5,1,0,2,1.0,0,23,10,13,7,8,0
2025020340,,5,Pittsburgh Penguins,2,3,32.0,21.0,0.568627,0.25,1.0,0,0,1,0.5,0,16,14,20,2,6,1
2025020340,,55,Seattle Kraken,3,2,21.0,32.0,0.431372,0.0,0.75,1,0,2,1.0,0,22,13,14,5,10,0
2025020341,,14,Tampa Bay Lightning,5,3,16.0,32.0,0.537037,0.333333,1.0,1,0,2,1.0,0,15,23,19,4,27,1
2025020341,,15,Washington Capitals,3,5,32.0,16.0,0.462962,0.0,0.666667,0,1,0,0.0,0,22,13,16,5,11,0
2025020342,,9,Ottawa Senators,3,2,27.0,19.0,0.611111,0.2,0.8,1,0,2,1.0,0,19,9,9,3,15,1
2025020342,,28,San Jose Sharks,2,3,19.0,27.0,0.388888,0.2,0.8,0,1,0,0.0,0,23,14,19,3,13,1
2025020343,,18,Nashville Predators,0,3,35.0,26.0,0.571428,0.0,1.0,0,1,0,0.0,0,15,8,17,8,4,0
2025020343,,21,Colorado Avalanche,3,0,26.0,35.0,0.428571,0.0,1.0,1,0,2,1.0,1,28,13,10,4,6,0
2025020344,,3,New York Rangers,2,3,22.0,34.0,0.677966,0.0,1.0,0,1,0,0.0,0,30,9,18,6,4,0
2025020344,,68,Utah Mammoth,3,2,34.0,22.0,0.322033,0.0,1.0,1,0,2,1.0,0,17,12,19,3,6,0
2025020345,,20,Calgary Flames,2,2,33.0,30.0,0.461538,0.333333,1.0,1,0,2,1.0,0,17,15,19,4,25,2
2025020345,,25,Dallas Stars,2,2,30.0,33.0,0.538461,0.0,0.666667,0,0,1,0.5,0,15,15,12,4,28,0
2025020346,,24,Anaheim Ducks,4,3,33.0,32.0,0.338983,0.0,0.75,1,0,2,1.0,0,19,14,16,8,10,0
2025020346,,54,Vegas Golden Knights,3,4,32.0,33.0,0.661016,0.25,1.0,0,0,1,0.5,0,15,20,22,4,6,1
2025020347,,7,Buffalo Sabres,4,1,21.0,30.0,0.433962,0.25,0.75,1,0,2,1.0,0,27,21,17,4,6,1
2025020347,,12,Carolina Hurricanes,1,4,30.0,21.0,0.566037,0.25,0.75,0,1,0,0.0,0,18,9,16,6,8,1
2025020348,,30,Minnesota Wild,3,0,30.0,32.0,0.428571,0.0,1.0,1,0,2,1.0,1,28,18,14,4,15,0
2025020348,,52,Winnipeg Jets,0,3,32.0,30.0,0.571428,0.0,1.0,0,1,0,0.0,0,20,11,8,3,9,0
2025020349,,2,New York Islanders,0,0,34.0,19.0,0.549019,0.0,1.0,1,0,2,1.0,1,18,15,16,6,2,0
2025020349,,55,Seattle Kraken,0,0,19.0,34.0,0.45098,0.0,1.0,0,0,1,0.5,1,14,23,20,5,4,0
2025020350,,16,Chicago Blackhawks,0,1,22.0,26.0,0.568965,0.0,1.0,0,1,0,0.0,0,20,12,16,5,6,0
2025020350,,21,Colorado Avalanche,1,0,26.0,22.0,0.431034,0.0,1.0,1,0,2,1.0,1,29,14,12,3,4,0
2025020351,,6,Boston Bruins,1,3,35.0,31.0,0.5,0.0,0.833334,0,1,0,0.0,0,30,9,16,3,22,0
2025020351,,28,San Jose Sharks,3,1,31.0,35.0,0.5,0.166666,1.0,1,0,2,1.0,0,23,15,13,4,16,1
2025020352,,20,Calgary Flames,5,2,21.0,31.0,0.509433,0.0,0.75,1,0,2,1.0,0,15,15,18,3,8,0
2025020352,,23,Vancouver Canucks,2,5,31.0,21.0,0.490566,0.25,1.0,0,1,0,0.0,0,17,11,19,4,8,1
2025020353,,4,Philadelphia Flyers,0,3,20.0,18.0,0.522727,0.0,1.0,0,1,0,0.0,0,22,12,9,4,9,0
2025020353,,14,Tampa Bay Lightning,3,0,18.0,20.0,0.477272,0.0,1.0,1,0,2,1.0,1,20,10,17,7,7,0
2025020354,,1,New Jersey Devils,4,3,20.0,35.0,0.350877,0.0,0.666667,1,0,2,1.0,0,25,19,11,4,17,0
2025020354,,17,Detroit Red Wings,3,4,35.0,20.0,0.649122,0.333333,1.0,0,1,0,0.0,0,22,20,16,3,23,1
2025020355,,3,New York Rangers,3,2,21.0,21.0,0.474576,,1.0,1,0,2,1.0,0,31,15,12,4,8,0
2025020355,,19,St. Louis Blues,2,3,21.0,21.0,0.525423,0.0,,0,1,0,0.0,0,18,19,6,3,0,0
2025020356,,15,Washington Capitals,5,1,31.0,23.0,0.45,0.333333,1.0,1,0,2,1.0,0,11,12,15,6,4,1
2025020356,,29,Columbus Blue Jackets,1,5,23.0,31.0,0.55,0.0,0.666667,0,1,0,0.0,0,21,10,15,5,6,0
2025020357,,13,Florida Panthers,8,3,26.0,39.0,0.428571,0.0,0.666667,1,0,2,1.0,0,19,14,14,10,8,0
2025020357,,18,Nashville Predators,3,8,39.0,26.0,0.571428,0.333333,1.0,0,1,0,0.0,0,25,5,13,6,6,1
2025020358,,54,Vegas Golden Knights,1,5,34.0,23.0,0.59322,0.0,1.0,0,1,0,0.0,0,17,9,14,2,4,0
2025020358,,68,Utah Mammoth,5,1,23.0,34.0,0.406779,0.0,1.0,1,0,2,1.0,0,19,16,12,5,6,0
2025020359,,9,Ottawa Senators,1,2,28.0,22.0,0.6875,0.0,0.666667,0,1,0,0.0,0,22,14,12,4,6,0
2025020359,,26,Los Angeles Kings,2,1,22.0,28.0,0.3125,0.333333,1.0,1,0,2,1.0,0,14,8,10,2,6,1
2025020360,,22,Edmonton Oilers,3,8,25.0,30.0,0.408163,0.0,0.25,0,1,0,0.0,0,22,11,20,6,10,0
2025020360,,25,Dallas Stars,8,3,30.0,25.0,0.591836,0.75,1.0,1,0,2,1.0,0,17,14,13,4,6,3
2025020361,,17,Detroit Red Wings,3,6,31.0,29.0,0.521126,0.5,0.75,0,1,0,0.0,0,13,17,14,3,10,2
2025020361,,18,Nashville Predators,6,3,29.0,31.0,0.478873,0.25,0.5,1,0,2,1.0,0,22,8,7,3,10,1
2025020362,,14,Tampa Bay Lightning,5,1,23.0,32.0,0.549019,0.0,1.0,1,0,2,1.0,0,13,15,14,6,10,0
2025020362,,20,Calgary Flames,1,5,32.0,23.0,0.45098,0.0,1.0,0,1,0,0.0,0,25,17,16,4,8,0
2025020363,,4,Philadelphia Flyers,4,2,18.0,27.0,0.48,0.0,1.0,1,0,2,1.0,0,17,15,14,4,6,0
2025020363,,13,Florida Panthers,2,4,27.0,18.0,0.52,0.0,1.0,0,1,0,0.0,0,33,12,20,5,2,0
2025020364,,1,New Jersey Devils,3,2,29.0,23.0,0.56,0.5,0.75,1,0,2,1.0,0,26,18,11,4,8,1
2025020364,,19,St. Louis Blues,2,3,23.0,29.0,0.44,0.25,0.5,0,0,1,0.5,0,15,14,12,7,4,1
2025020365,,2,New York Islanders,1,3,44.0,14.0,0.5,0.0,1.0,0,1,0,0.0,0,17,17,12,3,2,0
2025020365,,6,Boston Bruins,3,1,14.0,44.0,0.5,0.0,1.0,1,0,2,1.0,0,24,12,9,4,8,0
2025020366,,5,Pittsburgh Penguins,4,2,19.0,31.0,0.583333,0.0,,1,0,2,1.0,0,17,10,14,6,0,0
2025020366,,7,Buffalo Sabres,2,4,31.0,19.0,0.416666,,1.0,0,1,0,0.0,0,21,15,15,8,2,0
2025020367,,15,Washington Capitals,4,3,35.0,21.0,0.5,0.0,0.5,1,0,2,1.0,0,20,21,10,5,6,0
2025020367,,52,Winnipeg Jets,3,4,21.0,35.0,0.5,0.5,1.0,0,1,0,0.0,0,12,15,12,3,6,1
2025020368,,3,New York Rangers,4,2,18.0,38.0,0.540983,0.0,0.8,1,0,2,1.0,0,34,20,16,3,10,0
2025020368,,12,Carolina Hurricanes,2,4,38.0,18.0,0.459016,0.2,1.0,0,1,0,0.0,0,26,10,22,6,2,1
2025020369,,10,Toronto Maple Leafs,2,1,24.0,36.0,0.59322,0.0,1.0,1,0,2,1.0,0,21,13,19,6,8,0
2025020369,,29,Columbus Blue Jackets,1,2,36.0,24.0,0.406779,0.0,1.0,0,0,1,0.5,0,20,12,14,4,6,0
2025020370,,16,Chicago Blackhawks,3,4,37.0,24.0,0.561403,0.0,0.8,0,0,1,0.5,0,11,11,18,4,20,0
2025020370,,30,Minnesota Wild,4,3,24.0,37.0,0.438596,0.2,1.0,1,0,2,1.0,0,26,5,16,4,18,1
2025020371,,21,Colorado Avalanche,6,0,42.0,26.0,0.517857,0.25,1.0,1,0,2,1.0,1,10,22,12,2,8,1
2025020371,,28,San Jose Sharks,0,6,26.0,42.0,0.482142,0.0,0.75,0,1,0,0.0,0,22,18,13,5,8,0
2025020372,,8,Montréal Canadiens,4,3,17.0,34.0,0.5,0.666666,0.75,1,0,2,1.0,0,20,18,13,4,10,2
2025020372,,68,Utah Mammoth,3,4,34.0,17.0,0.5,0.25,0.333334,0,1,0,0.0,0,18,13,14,4,8,1
2025020373,,9,Ottawa Senators,3,3,22.0,35.0,0.548387,0.333333,0.666667,1,0,2,1.0,0,26,10,12,4,6,1
2025020373,,54,Vegas Golden Knights,3,3,35.0,22.0,0.451612,0.333333,0.666667,0,0,1,0.5,0,33,12,14,5,6,1
2025020374,,23,Vancouver Canucks,5,4,28.0,41.0,0.491803,0.333333,0.833334,1,0,2,1.0,0,13,17,11,5,14,1
2025020374,,24,Anaheim Ducks,4,5,41.0,28.0,0.508196,0.166666,0.666667,0,1,0,0.0,0,15,16,10,4,8,1
2025020375,,25,Dallas Stars,3,2,21.0,28.0,0.511111,0.0,1.0,1,0,2,1.0,0,17,13,13,7,10,0
2025020375,,55,Seattle Kraken,2,3,28.0,21.0,0.488888,0.0,1.0,0,1,0,0.0,0,23,8,17,4,4,0
2025020376,,3,New York Rangers,6,2,37.0,21.0,0.553571,0.666666,1.0,1,0,2,1.0,0,34,16,15,2,4,2
2025020376,,6,Boston Bruins,2,6,21.0,37.0,0.446428,0.0,0.333334,0,1,0,0.0,0,25,9,14,3,6,0
2025020377,,14,Tampa Bay Lightning,6,3,27.0,37.0,0.526315,1.0,1.0,1,0,2,1.0,0,15,4,11,4,4,1
2025020377,,17,Detroit Red Wings,3,6,37.0,27.0,0.473684,0.0,0.0,0,1,0,0.0,0,20,16,11,7,4,0
2025020378,,21,Colorado Avalanche,2,2,41.0,39.0,0.596491,0.0,1.0,0,0,1,0.5,0,12,12,15,2,2,0
2025020378,,30,Minnesota Wild,2,2,39.0,41.0,0.403508,0.0,1.0,1,0,2,1.0,0,25,17,12,4,2,0
2025020379,,1,New Jersey Devils,5,0,23.0,42.0,0.561403,0.0,1.0,1,0,2,1.0,1,20,20,18,8,9,0
2025020379,,7,Buffalo Sabres,0,5,42.0,23.0,0.438596,0.0,1.0,0,1,0,0.0,0,24,9,19,6,7,0
2025020380,,13,Florida Panthers,3,5,41.0,34.0,0.478873,0.0,0.5,0,1,0,0.0,0,30,11,10,4,4,0
2025020380,,20,Calgary Flames,5,3,34.0,41.0,0.521126,0.5,1.0,1,0,2,1.0,0,20,28,14,3,4,1
2025020381,,2,New York Islanders,3,3,31.0,21.0,0.530612,0.2,0.5,0,0,1,0.5,0,17,11,15,5,4,1
2025020381,,4,Philadelphia Flyers,3,3,21.0,31.0,0.469387,0.5,0.8,1,0,2,1.0,0,20,18,13,4,10,1
2025020382,,9,Ottawa Senators,3,4,28.0,31.0,0.51923,0.0,1.0,0,1,0,0.0,0,20,17,15,7,10,0
2025020382,,19,St. Louis Blues,4,3,31.0,28.0,0.480769,0.0,1.0,1,0,2,1.0,0,17,15,20,0,6,0
2025020383,,8,Montréal Canadiens,4,1,19.0,31.0,0.407407,0.0,1.0,1,0,2,1.0,0,20,24,11,9,4,0
2025020383,,54,Vegas Golden Knights,1,4,31.0,19.0,0.592592,0.0,1.0,0,1,0,0.0,0,15,7,17,2,4,0
2025020384,,24,Anaheim Ducks,4,4,31.0,27.0,0.472727,0.5,1.0,1,0,2,1.0,0,18,21,19,11,2,1
2025020384,,26,Los Angeles Kings,4,4,27.0,31.0,0.527272,0.0,0.5,0,0,1,0.5,0,14,24,13,3,4,0
2025020385,,23,Vancouver Canucks,2,3,34.0,24.0,0.393939,0.0,0.666667,0,1,0,0.0,0,17,9,12,4,16,0
2025020385,,28,San Jose Sharks,3,2,24.0,34.0,0.60606,0.333333,1.0,1,0,2,1.0,0,14,15,11,5,22,2
2025020386,,10,Toronto Maple Leafs,2,4,22.0,34.0,0.592592,,1.0,0,1,0,0.0,0,28,14,17,4,4,0
2025020386,,15,Washington Capitals,4,2,34.0,22.0,0.407407,0.0,,1,0,2,1.0,0,17,12,22,0,0,0
2025020387,,12,Carolina Hurricanes,5,1,35.0,13.0,0.453125,0.0,1.0,1,0,2,1.0,0,13,14,12,6,8,0
2025020387,,52,Winnipeg Jets,1,5,13.0,35.0,0.546875,0.0,1.0,0,1,0,0.0,0,32,17,15,2,12,0
2025020388,,5,Pittsburgh Penguins,4,3,24.0,29.0,0.491525,0.0,1.0,1,0,2,1.0,0,18,20,12,5,4,0
2025020388,,29,Columbus Blue Jackets,3,4,29.0,24.0,0.508474,0.0,1.0,0,0,1,0.5,0,16,14,19,3,4,0
2025020389,,16,Chicago Blackhawks,3,4,27.0,29.0,0.370967,0.25,1.0,0,1,0,0.0,0,15,13,16,4,6,1
2025020389,,18,Nashville Predators,4,3,29.0,27.0,0.629032,0.0,0.75,1,0,2,1.0,0,21,20,11,6,10,0
2025020390,,25,Dallas Stars,4,3,28.0,30.0,0.5,0.4,1.0,1,0,2,1.0,0,19,6,14,6,4,2
2025020390,,68,Utah Mammoth,3,4,30.0,28.0,0.5,0.0,0.6,0,1,0,0.0,0,22,10,18,3,10,0
2025020391,,3,New York Rangers,1,4,13.0,35.0,0.645833,0.0,1.0,0,1,0,0.0,0,24,15,13,3,4,0
2025020391,,14,Tampa Bay Lightning,4,1,35.0,13.0,0.354166,0.0,1.0,1,0,2,1.0,0,16,20,19,3,4,0
2025020392,,8,Montréal Canadiens,2,7,23.0,36.0,0.448275,0.5,0.75,0,1,0,0.0,0,27,17,15,4,8,1
2025020392,,21,Colorado Avalanche,7,2,36.0,23.0,0.551724,0.25,0.5,1,0,2,1.0,0,13,10,18,5,6,1
2025020393,,22,Edmonton Oilers,4,0,25.0,26.0,0.444444,1.0,1.0,1,0,2,1.0,1,19,16,14,4,30,2
2025020393,,55,Seattle Kraken,0,4,26.0,25.0,0.555555,0.0,0.0,0,1,0,0.0,0,18,11,13,5,24,0
2025020394,,6,Boston Bruins,2,2,20.0,26.0,0.471698,0.5,1.0,1,0,2,1.0,0,28,17,16,6,17,1
2025020394,,17,Detroit Red Wings,2,2,26.0,20.0,0.528301,0.0,0.5,0,0,1,0.5,0,24,9,21,3,11,0
2025020395,,1,New Jersey Devils,3,5,32.0,31.0,0.56923,0.25,1.0,0,1,0,0.0,0,20,7,16,3,6,1
2025020395,,4,Philadelphia Flyers,5,3,31.0,32.0,0.430769,0.0,0.75,1,0,2,1.0,0,20,23,11,5,8,0
2025020396,,5,Pittsburgh Penguins,2,7,35.0,23.0,0.454545,0.333333,0.666667,0,1,0,0.0,0,16,11,11,2,10,1
2025020396,,10,Toronto Maple Leafs,7,2,23.0,35.0,0.545454,0.333333,0.666667,1,0,2,1.0,0,19,26,19,6,10,1
2025020397,,18,Nashville Predators,2,5,23.0,27.0,0.484375,0.25,1.0,0,1,0,0.0,0,19,8,14,3,15,1
2025020397,,52,Winnipeg Jets,5,2,27.0,23.0,0.515625,0.0,0.75,1,0,2,1.0,0,27,14,14,5,15,0
2025020398,,19,St. Louis Blues,1,0,19.0,18.0,0.456521,0.0,1.0,1,0,2,1.0,1,26,23,16,5,17,0
2025020398,,68,Utah Mammoth,0,1,18.0,19.0,0.543478,0.0,1.0,0,1,0,0.0,0,20,13,12,4,4,0
2025020399,,7,Buffalo Sabres,2,2,33.0,24.0,0.448275,0.0,1.0,1,0,2,1.0,0,20,8,17,6,6,0
2025020399,,30,Minnesota Wild,2,2,24.0,33.0,0.551724,0.0,1.0,0,0,1,0.5,0,18,14,15,6,6,0
2025020400,,28,San Jose Sharks,3,4,21.0,24.0,0.38983,0.5,0.5,0,1,0,0.0,0,25,22,18,5,4,1
2025020400,,54,Vegas Golden Knights,4,3,24.0,21.0,0.610169,0.5,0.5,1,0,2,1.0,0,6,18,12,4,4,1
2025020401,,23,Vancouver Canucks,1,2,20.0,23.0,0.534482,0.0,1.0,0,0,1,0.5,0,16,13,11,6,8,0
2025020401,,26,Los Angeles Kings,2,1,23.0,20.0,0.465517,0.0,1.0,1,0,2,1.0,0,14,11,15,4,6,0
2025020402,,2,New York Islanders,1,4,31.0,19.0,0.586956,0.333333,0.5,0,1,0,0.0,0,23,13,16,6,4,1
2025020402,,15,Washington Capitals,4,1,19.0,31.0,0.413043,0.5,0.666667,1,0,2,1.0,0,21,13,7,3,6,1
2025020403,,16,Chicago Blackhawks,5,3,18.0,26.0,0.462962,0.5,1.0,1,0,2,1.0,0,15,19,16,5,6,2
2025020403,,24,Anaheim Ducks,3,5,26.0,18.0,0.537037,0.0,0.5,0,1,0,0.0,0,22,9,9,3,8,0
2025020404,,12,Carolina Hurricanes,1,0,17.0,16.0,0.527272,0.0,1.0,1,0,2,1.0,1,18,7,14,5,4,0
2025020404,,20,Calgary Flames,0,1,16.0,17.0,0.472727,0.0,1.0,0,0,1,0.5,0,21,25,20,4,14,0
2025020405,,9,Ottawa Senators,1,6,16.0,26.0,0.508771,0.0,0.5,0,1,0,0.0,0,31,9,18,5,10,0
2025020405,,25,Dallas Stars,6,1,26.0,16.0,0.491228,0.5,1.0,1,0,2,1.0,0,21,11,14,6,8,2
2025020406,,1,New Jersey Devils,3,5,33.0,25.0,0.35849,0.4,0.666667,0,1,0,0.0,0,23,11,14,5,40,2
2025020406,,29,Columbus Blue Jackets,5,3,25.0,33.0,0.641509,0.333333,0.6,1,0,2,1.0,0,21,11,15,7,34,1
2025020407,,4,Philadelphia Flyers,1,5,29.0,27.0,0.490909,0.142857,0.25,0,1,0,0.0,0,27,13,20,2,8,1
2025020407,,5,Pittsburgh Penguins,5,1,27.0,29.0,0.50909,0.75,0.857143,1,0,2,1.0,0,18,12,15,7,14,3
2025020408,,7,Buffalo Sabres,5,1,31.0,24.0,0.522727,0.333333,1.0,1,0,2,1.0,0,12,8,7,6,14,1
2025020408,,52,Winnipeg Jets,1,5,24.0,31.0,0.477272,0.0,0.666667,0,1,0,0.0,0,35,17,13,1,26,0
2025020409,,19,St. Louis Blues,1,4,22.0,26.0,0.648148,0.0,1.0,0,1,0,0.0,0,15,8,15,3,6,0
2025020409,,24,Anaheim Ducks,4,1,26.0,22.0,0.351851,0.0,1.0,1,0,2,1.0,0,17,22,16,6,12,0
2025020410,,28,San Jose Sharks,6,3,30.0,34.0,0.393442,0.25,1.0,1,0,2,1.0,0,19,8,10,6,6,1
2025020410,,68,Utah Mammoth,3,6,34.0,30.0,0.606557,0.0,0.75,0,1,0,0.0,0,16,17,16,1,8,0
2025020411,,8,Montréal Canadiens,2,5,22.0,29.0,0.470588,0.666666,1.0,0,1,0,0.0,0,33,16,14,4,8,2
2025020411,,9,Ottawa Senators,5,2,29.0,22.0,0.529411,0.0,0.333334,1,0,2,1.0,0,21,16,10,7,10,0
2025020412,,6,Boston Bruins,4,5,38.0,32.0,0.482758,0.0,0.666667,0,1,0,0.0,0,27,15,14,5,28,0
2025020412,,17,Detroit Red Wings,5,4,32.0,38.0,0.517241,0.333333,1.0,1,0,2,1.0,0,18,20,17,5,6,1
2025020413,,10,Toronto Maple Leafs,4,1,31.0,26.0,0.722222,0.0,1.0,1,0,2,1.0,0,22,20,10,7,2,0
2025020413,,13,Florida Panthers,1,4,26.0,31.0,0.277777,0.0,1.0,0,1,0,0.0,0,27,11,10,4,6,0
2025020414,,2,New York Islanders,2,1,24.0,31.0,0.47619,0.0,1.0,1,0,2,1.0,0,19,19,17,3,6,0
2025020414,,14,Tampa Bay Lightning,1,2,31.0,24.0,0.523809,0.0,1.0,0,1,0,0.0,0,14,7,13,4,6,0
2025020415,,3,New York Rangers,3,2,41.0,26.0,0.45,0.0,1.0,1,0,2,1.0,0,27,14,11,4,4,0
2025020415,,25,Dallas Stars,2,3,26.0,41.0,0.55,0.0,1.0,0,0,1,0.5,0,17,14,12,5,10,0
2025020416,,18,Nashville Predators,5,1,28.0,28.0,0.410714,0.0,0.666667,1,0,2,1.0,0,18,9,14,8,20,0
2025020416,,20,Calgary Flames,1,5,28.0,28.0,0.589285,0.333333,1.0,0,1,0,0.0,0,24,10,23,5,16,1
2025020417,,21,Colorado Avalanche,3,1,31.0,21.0,0.531914,0.0,1.0,1,0,2,1.0,0,18,16,16,5,0,0
2025020417,,23,Vancouver Canucks,1,3,21.0,31.0,0.468085,0.0,1.0,0,1,0,0.0,0,17,11,15,4,2,0
2025020418,,22,Edmonton Oilers,0,1,33.0,24.0,0.612244,0.0,1.0,0,1,0,0.0,0,19,13,17,4,4,0
2025020418,,30,Minnesota Wild,1,0,24.0,33.0,0.387755,0.0,1.0,1,0,2,1.0,1,25,20,12,8,6,0
2025020419,,16,Chicago Blackhawks,3,3,30.0,28.0,0.596491,0.0,1.0,0,0,1,0.5,0,9,16,13,4,4,0
2025020419,,54,Vegas Golden Knights,3,3,28.0,30.0,0.403508,0.0,1.0,1,0,2,1.0,0,20,18,13,5,8,0
2025020420,,15,Washington Capitals,3,1,25.0,25.0,0.530612,0.5,1.0,1,0,2,1.0,0,20,21,15,6,9,1
2025020420,,26,Los Angeles Kings,1,3,25.0,25.0,0.469387,0.0,0.5,0,1,0,0.0,0,13,5,13,6,9,0
2025020421,,1,New Jersey Devils,0,3,30.0,28.0,0.618181,0.0,1.0,0,1,0,0.0,0,23,9,21,4,4,0
2025020421,,25,Dallas Stars,3,0,28.0,30.0,0.381818,0.0,1.0,1,0,2,1.0,1,12,24,16,7,6,0
2025020422,,8,Montréal Canadiens,2,2,31.0,32.0,0.606557,1.0,1.0,1,0,2,1.0,0,25,19,14,5,7,1
2025020422,,52,Winnipeg Jets,2,2,32.0,31.0,0.393442,0.0,0.0,0,0,1,0.5,0,22,15,25,6,7,0
2025020423,,4,Philadelphia Flyers,5,2,35.0,29.0,0.526315,0.4,0.833334,1,0,2,1.0,0,18,15,9,7,14,2
2025020423,,7,Buffalo Sabres,2,5,29.0,35.0,0.473684,0.166666,0.6,0,1,0,0.0,0,16,20,12,3,23,1
2025020424,,24,Anaheim Ducks,0,7,27.0,34.0,0.523809,0.0,0.5,0,1,0,0.0,0,22,13,14,3,4,0
2025020424,,68,Utah Mammoth,7,0,34.0,27.0,0.47619,0.5,1.0,1,0,2,1.0,1,30,25,10,4,6,1
2025020425,,15,Washington Capitals,7,1,31.0,24.0,0.56,0.5,0.8,1,0,2,1.0,0,10,16,15,6,8,1
2025020425,,28,San Jose Sharks,1,7,24.0,31.0,0.44,0.2,0.5,0,1,0,0.0,0,19,6,12,5,2,1
2025020426,,6,Boston Bruins,5,2,27.0,39.0,0.491525,0.5,1.0,1,0,2,1.0,0,19,11,19,6,4,1
2025020426,,19,St. Louis Blues,2,5,39.0,27.0,0.508474,0.0,0.5,0,1,0,0.0,0,31,7,17,3,4,0
2025020427,,3,New York Rangers,4,2,28.0,27.0,0.549019,0.0,0.333334,1,0,2,1.0,0,20,13,16,2,6,0
2025020427,,9,Ottawa Senators,2,4,27.0,28.0,0.45098,0.666666,1.0,0,1,0,0.0,0,29,17,13,6,2,2
2025020428,,5,Pittsburgh Penguins,4,3,31.0,40.0,0.542372,0.5,0.833334,1,0,2,1.0,0,21,14,13,4,17,2
2025020428,,14,Tampa Bay Lightning,3,4,40.0,31.0,0.457627,0.166666,0.5,0,1,0,0.0,0,13,4,20,5,13,1
2025020429,,13,Florida Panthers,1,2,31.0,29.0,0.353846,0.0,1.0,0,0,1,0.5,0,19,9,17,5,12,0
2025020429,,18,Nashville Predators,2,1,29.0,31.0,0.646153,0.0,1.0,1,0,2,1.0,0,19,12,16,3,14,0
2025020430,,2,New York Islanders,6,3,42.0,38.0,0.454545,0.25,1.0,1,0,2,1.0,0,18,20,10,3,6,1
2025020430,,21,Colorado Avalanche,3,6,38.0,42.0,0.545454,0.0,0.75,0,1,0,0.0,0,26,12,16,5,8,0
2025020431,,10,Toronto Maple Leafs,5,1,24.0,33.0,0.564516,0.0,1.0,1,0,2,1.0,0,20,20,17,5,6,0
2025020431,,12,Carolina Hurricanes,1,5,33.0,24.0,0.435483,0.0,1.0,0,1,0,0.0,0,18,4,13,6,4,0
2025020432,,17,Detroit Red Wings,5,5,33.0,32.0,0.451612,0.6,0.333334,0,0,1,0.5,0,15,21,15,5,6,3
2025020432,,29,Columbus Blue Jackets,5,5,32.0,33.0,0.548387,0.666666,0.4,1,0,2,1.0,0,24,11,14,6,10,2
2025020433,,20,Calgary Flames,4,1,31.0,27.0,0.509433,0.0,1.0,1,0,2,1.0,0,22,14,13,3,10,0
2025020433,,30,Minnesota Wild,1,4,27.0,31.0,0.490566,0.0,1.0,0,1,0,0.0,0,24,17,14,5,2,0
2025020434,,22,Edmonton Oilers,9,4,32.0,32.0,0.54,0.8,0.666667,1,0,2,1.0,0,22,20,13,3,6,4
2025020434,,55,Seattle Kraken,4,9,32.0,32.0,0.46,0.333333,0.2,0,1,0,0.0,0,23,7,14,6,10,1
2025020435,,16,Chicago Blackhawks,2,1,36.0,27.0,0.440677,0.333333,1.0,1,0,2,1.0,0,13,25,13,6,10,1
2025020435,,26,Los Angeles Kings,1,2,27.0,36.0,0.559322,0.0,0.666667,0,1,0,0.0,0,20,20,19,4,6,0
2025020436,,1,New Jersey Devils,0,3,24.0,25.0,0.531914,0.0,0.0,0,1,0,0.0,0,15,11,15,7,4,0
2025020436,,54,Vegas Golden Knights,3,0,25.0,24.0,0.468085,1.0,1.0,1,0,2,1.0,1,21,23,18,5,4,2
2025020437,,7,Buffalo Sabres,1,4,35.0,23.0,0.464285,0.5,1.0,0,1,0,0.0,0,22,7,13,6,4,1
2025020437,,52,Winnipeg Jets,4,1,23.0,35.0,0.535714,0.0,0.5,1,0,2,1.0,0,33,9,14,2,6,0
2025020438,,25,Dallas Stars,4,1,24.0,17.0,0.555555,0.5,1.0,1,0,2,1.0,0,17,17,10,6,10,1
2025020438,,28,San Jose Sharks,1,4,17.0,24.0,0.444444,0.0,0.5,0,1,0,0.0,0,24,9,13,6,6,0
2025020439,,23,Vancouver Canucks,1,4,33.0,18.0,0.526315,0.0,0.5,0,1,0,0.0,0,21,12,19,6,6,0
2025020439,,68,Utah Mammoth,4,1,18.0,33.0,0.473684,0.5,1.0,1,0,2,1.0,0,25,23,17,6,8,1
2025020440,,15,Washington Capitals,3,3,21.0,38.0,0.46,0.0,1.0,0,0,1,0.5,0,21,21,20,4,10,0
2025020440,,24,Anaheim Ducks,3,3,38.0,21.0,0.54,0.0,1.0,1,0,2,1.0,0,18,19,13,7,6,0
2025020441,,3,New York Rangers,2,3,27.0,42.0,0.575757,0.0,1.0,0,0,1,0.5,0,32,18,20,3,4,0
